location,group_type,event_a,event_b,overlap_start,overlap_end,overlap_min,closures_in_pair,cascade_risk
ORR North 1,corridor,FKID003612,FKID003622,2024-04-03 07:07:47.556000,2024-04-03 07:44:43.770000,36.9,1,5.4
ORR North 1,corridor,FKID003613,FKID003618,2024-04-03 07:06:03.851000,2024-04-03 07:49:05.074000,43.0,1,5.6
ORR North 1,corridor,FKID003613,FKID003622,2024-04-03 07:07:47.556000,2024-04-03 07:49:05.074000,41.3,1,5.5
ORR North 1,corridor,FKID003618,FKID003622,2024-04-03 07:07:47.556000,2024-04-03 08:07:47.556000,60.0,2,8.5
ORR North 1,corridor,FKID003734,FKID003737,2024-04-04 06:16:31.121000,2024-04-04 07:06:52.251000,50.4,0,3.3
ORR North 1,corridor,FKID003734,FKID003735,2024-04-04 06:19:37.879000,2024-04-04 07:06:52.251000,47.2,0,3.2
ORR North 1,corridor,FKID003737,FKID003735,2024-04-04 06:19:37.879000,2024-04-04 07:16:31.121000,56.9,0,3.4
ORR North 1,corridor,FKID003937,FKID003929,2024-04-06 06:57:46.727000,2024-04-06 07:41:33.330029,43.8,0,3.1
ORR North 1,corridor,FKID003937,FKID003933,2024-04-06 06:58:55.108000,2024-04-06 07:41:33.330029,42.6,0,3.1
ORR North 1,corridor,FKID003929,FKID003933,2024-04-06 06:58:55.108000,2024-04-06 07:57:46.727000,58.9,0,3.5
ORR North 2,corridor,FKID005947,FKID005216,2023-11-15 23:42:29.770000,2023-11-16 00:26:03.436000,43.6,0,3.1
ORR North 2,corridor,FKID005216,FKID005217,2023-11-16 02:53:27.499000,2023-11-16 03:53:27.499000,60.0,0,3.5
ORR North 2,corridor,FKID004659,FKID006053,2023-11-19 01:13:50.693000,2023-11-19 01:13:57.433000,0.1,0,2.0
ORR North 2,corridor,FKID004768,FKID004769,2023-11-22 13:59:30.955000,2023-11-22 14:35:22.150000,35.9,0,2.9
ORR North 2,corridor,FKID006364,FKID006368,2023-11-30 19:54:49.767000,2023-11-30 20:18:29.530000,23.7,0,2.6
ORR North 2,corridor,FKID004605,FKID004604,2023-12-08 10:13:32.377000,2023-12-08 10:21:05.263163,7.5,0,2.2
ORR North 2,corridor,FKID006663,FKID006665,2023-12-09 22:33:05.380000,2023-12-09 23:26:45.642000,53.7,0,3.3
ORR North 2,corridor,FKID004878,FKID004893,2023-12-12 20:35:21.040000,2023-12-12 21:09:30.541000,34.2,0,2.9
ORR North 2,corridor,FKID005508,FKID007195,2023-12-25 20:03:43.691000,2023-12-25 20:59:00.978000,55.3,0,3.4
ORR North 2,corridor,FKID005508,FKID005509,2023-12-25 20:06:10.732000,2023-12-25 20:19:34.024533,13.4,0,2.3
ORR North 2,corridor,FKID007195,FKID005509,2023-12-25 20:06:10.732000,2023-12-25 20:19:34.024533,13.4,0,2.3
ORR North 2,corridor,FKID007538,FKID007539,2024-01-06 07:24:50.586000,2024-01-06 08:13:58.271000,49.1,0,3.2
ORR North 2,corridor,FKID004977,FKID004960,2024-01-25 04:53:45.451000,2024-01-25 05:33:54.477000,40.2,0,3.0
ORR North 2,corridor,FKID000221,FKID000207,2024-02-01 06:03:02.705000,2024-02-01 07:03:02.705000,60.0,0,3.5
ORR North 2,corridor,FKID000665,FKID000654,2024-02-07 23:10:34.953000,2024-02-07 23:58:34.018000,48.0,0,3.2
ORR North 2,corridor,FKID000735,FKID000723,2024-02-08 18:35:56.724000,2024-02-08 19:33:28.909000,57.5,2,8.4
ORR North 2,corridor,FKID000735,FKID000724,2024-02-08 18:42:46.325000,2024-02-08 19:33:28.909000,50.7,2,8.3
ORR North 2,corridor,FKID000723,FKID000724,2024-02-08 18:42:46.325000,2024-02-08 19:35:56.724000,53.2,2,8.3
ORR North 2,corridor,FKID001782,FKID001783,2024-02-22 03:03:53.353000,2024-02-22 04:00:26.377000,56.6,0,3.4
ORR North 2,corridor,FKID001782,FKID001769,2024-02-22 03:05:39.283000,2024-02-22 03:14:45.508012,9.1,0,2.2
ORR North 2,corridor,FKID001783,FKID001769,2024-02-22 03:05:39.283000,2024-02-22 03:14:45.508012,9.1,0,2.2
ORR North 2,corridor,FKID001917,FKID001909,2024-02-24 05:51:08.841000,2024-02-24 06:15:32.869000,24.4,0,2.6
ORR North 2,corridor,FKID001962,FKID001967,2024-02-25 06:39:24.154000,2024-02-25 07:33:03.679259,53.7,0,3.3
ORR North 2,corridor,FKID002671,FKID002678,2024-03-06 20:17:07.073000,2024-03-06 20:40:51.565000,23.7,0,2.6
ORR North 2,corridor,FKID002907,FKID002696,2024-03-07 05:01:06.014000,2024-03-07 05:10:28.930371,9.4,0,2.2
ORR North 2,corridor,FKID000247,FKID000205,2024-03-08 05:42:27.352000,2024-03-08 06:15:07.240000,32.7,0,2.8
ORR North 2,corridor,FKID000830,FKID000836,2024-03-11 20:47:26.093000,2024-03-11 21:28:23.225000,41.0,0,3.0
ORR North 2,corridor,FKID001845,FKID001839,2024-03-17 10:32:17.200000,2024-03-17 10:44:58.591050,12.7,0,2.3
ORR North 2,corridor,FKID002630,FKID002647,2024-03-23 00:05:06.822000,2024-03-23 00:32:55.565840,27.8,1,5.2
ORR North 2,corridor,FKID003033,FKID003052,2024-03-26 06:21:14.688000,2024-03-26 06:43:53.822000,22.7,0,2.6
ORR North 2,corridor,FKID003052,FKID003070,2024-03-26 07:11:35.133000,2024-03-26 07:21:14.688000,9.7,0,2.2
ORR North 2,corridor,FKID003283,FKID003287,2024-03-29 05:58:13.095000,2024-03-29 06:50:39.071000,52.4,0,3.3
ORR North 2,corridor,FKID003472,FKID003464,2024-03-31 17:29:15.776000,2024-03-31 18:16:28.731000,47.2,0,3.2
ORR North 2,corridor,FKID003541,FKID003546,2024-04-02 04:49:34.583000,2024-04-02 05:25:38.675000,36.1,0,2.9
ORR North 2,corridor,FKID003541,FKID003538,2024-04-02 05:00:50.267000,2024-04-02 05:25:38.675000,24.8,0,2.6
ORR North 2,corridor,FKID003546,FKID003538,2024-04-02 05:00:50.267000,2024-04-02 05:31:14.585512,30.4,0,2.8
ORR North 2,corridor,FKID003585,FKID003591,2024-04-03 00:37:34.801000,2024-04-03 01:35:41.835000,58.1,0,3.5
ORR North 2,corridor,FKID003585,FKID003590,2024-04-03 00:46:14.172000,2024-04-03 01:35:41.835000,49.5,0,3.2
ORR North 2,corridor,FKID003591,FKID003590,2024-04-03 00:46:14.172000,2024-04-03 01:37:34.801000,51.3,0,3.3
ORR North 2,corridor,FKID003597,FKID003636,2024-04-03 05:31:32.100000,2024-04-03 05:55:17.560000,23.8,0,2.6
ORR North 2,corridor,FKID003910,FKID003939,2024-04-06 07:12:27.763000,2024-04-06 08:12:27.763000,60.0,0,3.5
ORR North 2,corridor,FKID004110,FKID004106,2024-04-07 22:12:29.355000,2024-04-07 23:06:13.806000,53.7,0,3.3
ORR West 1,corridor,FKID006312,FKID006313,2023-11-29 05:44:53.601000,2023-11-29 06:04:15.216862,19.4,0,2.5
ORR West 1,corridor,FKID006313,FKID006316,2023-11-29 06:23:36.460000,2023-11-29 07:19:38.960271,56.0,0,3.4
ORR West 1,corridor,FKID006605,FKID006607,2023-12-08 04:41:37.254000,2023-12-08 05:41:37.254000,60.0,0,3.5
ORR West 1,corridor,FKID007288,FKID007289,2023-12-28 19:38:42.494000,2023-12-28 20:35:01.018000,56.3,0,3.4
ORR West 1,corridor,FKID007345,FKID000618,2023-12-30 05:16:06.301000,2023-12-30 05:49:29.521000,33.4,0,2.8
ORR West 1,corridor,FKID007601,FKID007602,2024-01-08 21:27:11.688000,2024-01-08 21:40:12.381541,13.0,0,2.3
ORR West 1,corridor,FKID007631,FKID004617,2024-01-09 22:05:42.315000,2024-01-09 23:05:42.315000,60.0,0,3.5
ORR West 1,corridor,FKID007846,FKID004219,2024-01-16 21:21:33.472000,2024-01-16 21:48:12.665557,26.7,0,2.7
ORR West 1,corridor,FKID005088,FKID008140,2024-01-27 20:33:37.623000,2024-01-27 21:31:02.644000,57.4,0,3.4
ORR West 1,corridor,FKID000148,FKID000145,2024-01-31 21:52:18.310000,2024-01-31 22:33:45.025000,41.4,0,3.0
ORR West 1,corridor,FKID000148,FKID000147,2024-01-31 21:59:26.148000,2024-01-31 22:33:45.025000,34.3,0,2.9
ORR West 1,corridor,FKID000148,FKID000153,2024-01-31 22:04:51.071000,2024-01-31 22:33:45.025000,28.9,0,2.7
ORR West 1,corridor,FKID000148,FKID000154,2024-01-31 22:05:42.862000,2024-01-31 22:33:45.025000,28.0,0,2.7
ORR West 1,corridor,FKID000145,FKID000147,2024-01-31 21:59:26.148000,2024-01-31 22:52:18.310000,52.9,0,3.3
ORR West 1,corridor,FKID000145,FKID000153,2024-01-31 22:04:51.071000,2024-01-31 22:52:18.310000,47.5,0,3.2
ORR West 1,corridor,FKID000145,FKID000154,2024-01-31 22:05:42.862000,2024-01-31 22:52:18.310000,46.6,0,3.2
ORR West 1,corridor,FKID000147,FKID000153,2024-01-31 22:04:51.071000,2024-01-31 22:59:26.148000,54.6,0,3.4
ORR West 1,corridor,FKID000147,FKID000154,2024-01-31 22:05:42.862000,2024-01-31 22:59:26.148000,53.7,0,3.3
ORR West 1,corridor,FKID000153,FKID000154,2024-01-31 22:05:42.862000,2024-01-31 23:04:51.071000,59.1,0,3.5
ORR West 1,corridor,FKID001333,FKID001334,2024-02-16 06:48:35.403000,2024-02-16 07:05:38.831000,17.1,0,2.4
ORR West 1,corridor,FKID001340,FKID001349,2024-02-16 07:22:56.644000,2024-02-16 08:20:43.681000,57.8,0,3.4
ORR West 1,corridor,FKID001340,FKID001348,2024-02-16 07:36:18.926000,2024-02-16 08:20:43.681000,44.4,0,3.1
ORR West 1,corridor,FKID001349,FKID001348,2024-02-16 07:36:18.926000,2024-02-16 08:22:56.644000,46.6,0,3.2
ORR West 1,corridor,FKID001776,FKID001762,2024-02-22 02:41:05.172000,2024-02-22 03:33:34.283000,52.5,0,3.3
ORR West 1,corridor,FKID001837,FKID001843,2024-02-22 22:57:26.469000,2024-02-22 23:10:09.783698,12.7,0,2.3
ORR West 1,corridor,FKID002740,FKID002817,2024-03-07 06:00:51.088000,2024-03-07 06:02:46.000000,1.9,0,2.0
ORR West 1,corridor,FKID002740,FKID002759,2024-03-07 06:06:27.625000,2024-03-07 07:13:24.864752,67.0,0,3.7
ORR West 1,corridor,FKID002740,FKID002811,2024-03-07 06:28:59.293000,2024-03-08 02:19:27.107475,1190.5,0,5.0
ORR West 1,corridor,FKID002740,FKID002815,2024-03-07 06:29:51.092000,2024-03-07 08:28:26.473131,118.6,0,5.0
ORR West 1,corridor,FKID002740,FKID002832,2024-03-07 06:40:23.838000,2024-03-07 07:40:23.838000,60.0,0,3.5
ORR West 1,corridor,FKID002759,FKID002811,2024-03-07 06:28:59.293000,2024-03-07 07:13:24.864752,44.4,0,3.1
ORR West 1,corridor,FKID002759,FKID002815,2024-03-07 06:29:51.092000,2024-03-07 07:13:24.864752,43.6,0,3.1
ORR West 1,corridor,FKID002759,FKID002832,2024-03-07 06:40:23.838000,2024-03-07 07:13:24.864752,33.0,0,2.8
ORR West 1,corridor,FKID002811,FKID002815,2024-03-07 06:29:51.092000,2024-03-07 08:28:26.473131,118.6,0,5.0
ORR West 1,corridor,FKID002811,FKID002832,2024-03-07 06:40:23.838000,2024-03-07 07:40:23.838000,60.0,0,3.5
ORR West 1,corridor,FKID002815,FKID002832,2024-03-07 06:40:23.838000,2024-03-07 07:40:23.838000,60.0,0,3.5
ORR West 1,corridor,FKID000441,FKID000440,2024-03-09 07:07:24.636000,2024-03-09 08:07:04.227000,59.7,0,3.5
ORR West 1,corridor,FKID000441,FKID000457,2024-03-09 07:49:18.726000,2024-03-09 08:07:04.227000,17.8,0,2.4
ORR West 1,corridor,FKID000440,FKID000457,2024-03-09 07:49:18.726000,2024-03-09 08:07:24.636000,18.1,0,2.5
ORR West 1,corridor,FKID000619,FKID000626,2024-03-10 04:48:58.850000,2024-03-10 05:44:46.119000,55.8,0,3.4
ORR West 1,corridor,FKID001375,FKID001376,2024-03-14 21:53:24.811000,2024-03-14 22:39:05.045070,45.7,0,3.1
ORR West 1,corridor,FKID002701,FKID002667,2024-03-23 05:38:59.941000,2024-03-23 06:38:59.941000,60.0,0,3.5
ORR West 1,corridor,FKID003177,FKID003175,2024-03-28 06:17:32.358000,2024-03-28 06:20:53.211000,3.3,0,2.1
ORR West 1,corridor,FKID003717,FKID003722,2024-04-04 01:40:08.148000,2024-04-04 02:28:56.846000,48.8,0,3.2
ORR West 1,corridor,FKID003813,FKID003825,2024-04-05 08:37:23.483000,2024-04-05 09:36:41.986284,59.3,0,3.5
ORR West 1,corridor,FKID003825,FKID003848,2024-04-05 19:09:35.588000,2024-04-05 20:09:35.588000,60.0,0,3.5
ORR West 1,corridor,FKID003825,FKID003885,2024-04-06 02:21:05.840000,2024-04-06 03:21:05.840000,60.0,0,3.5
ORR West 1,corridor,FKID003825,FKID003908,2024-04-06 06:42:00.440000,2024-04-06 07:30:57.352684,48.9,0,3.2
ORR West 1,corridor,FKID003908,FKID003953,2024-04-06 07:31:04.361000,2024-04-06 07:42:00.440000,10.9,0,2.3
Old Airport Road,corridor,FKID005979,FKID005978,2023-11-16 20:40:56.841000,2023-11-16 20:42:46.000000,1.8,0,2.0
Old Airport Road,corridor,FKID000301,FKID000303,2024-02-02 19:27:18.371000,2024-02-02 19:41:46.031809,14.5,0,2.4
Old Airport Road,corridor,FKID000758,FKID000762,2024-02-08 22:38:54.989000,2024-02-08 23:31:52.942000,53.0,0,3.3
Old Airport Road,corridor,FKID002295,FKID002298,2024-03-01 13:00:53.663000,2024-03-01 13:54:44.007000,53.8,1,5.8
Old Airport Road,corridor,FKID002410,FKID002408,2024-03-03 13:15:27.731000,2024-03-03 20:05:46.000000,410.3,0,5.0
Old Airport Road,corridor,FKID002410,FKID002409,2024-03-03 13:16:35.589000,2024-03-03 20:05:46.000000,409.2,0,5.0
Old Airport Road,corridor,FKID002410,FKID002406,2024-03-03 13:19:39.193000,2024-03-03 13:21:15.515938,1.6,0,2.0
Old Airport Road,corridor,FKID002410,FKID002416,2024-03-03 13:25:16.539000,2024-03-03 20:05:46.000000,400.5,0,5.0
Old Airport Road,corridor,FKID002410,FKID002411,2024-03-03 13:40:49.837000,2024-03-03 20:05:46.000000,384.9,0,5.0
Old Airport Road,corridor,FKID002408,FKID002409,2024-03-03 13:16:35.589000,2024-03-03 20:05:46.000000,409.2,0,5.0
Old Airport Road,corridor,FKID002408,FKID002406,2024-03-03 13:19:39.193000,2024-03-03 13:21:15.515938,1.6,0,2.0
Old Airport Road,corridor,FKID002408,FKID002416,2024-03-03 13:25:16.539000,2024-03-03 20:05:46.000000,400.5,0,5.0
Old Airport Road,corridor,FKID002408,FKID002411,2024-03-03 13:40:49.837000,2024-03-03 20:05:46.000000,384.9,0,5.0
Old Airport Road,corridor,FKID002409,FKID002406,2024-03-03 13:19:39.193000,2024-03-03 13:21:15.515938,1.6,0,2.0
Old Airport Road,corridor,FKID002409,FKID002416,2024-03-03 13:25:16.539000,2024-03-03 20:05:46.000000,400.5,0,5.0
Old Airport Road,corridor,FKID002409,FKID002411,2024-03-03 13:40:49.837000,2024-03-03 20:05:46.000000,384.9,0,5.0
Old Airport Road,corridor,FKID002416,FKID002411,2024-03-03 13:40:49.837000,2024-03-03 20:05:46.000000,384.9,0,5.0
Old Airport Road,corridor,FKID003945,FKID003943,2024-04-06 07:13:22.830000,2024-04-06 08:11:12.772000,57.8,0,3.4
Old Madras Road,corridor,FKID005816,FKID005817,2023-11-11 06:39:00.252000,2023-11-11 07:36:58.764000,58.0,0,3.4
Old Madras Road,corridor,FKID005840,FKID005843,2023-11-12 03:44:35.810000,2023-11-12 04:16:46.877000,32.2,0,2.8
Old Madras Road,corridor,FKID005959,FKID005960,2023-11-16 04:05:41.941000,2023-11-16 05:01:11.424000,55.5,0,3.4
Old Madras Road,corridor,FKID006433,FKID006434,2023-12-02 22:34:12.203000,2023-12-02 23:45:49.569456,71.6,0,3.8
Old Madras Road,corridor,FKID006542,FKID006553,2023-12-06 19:31:24.495000,2023-12-06 20:14:44.769000,43.3,0,3.1
Old Madras Road,corridor,FKID006709,FKID006710,2023-12-11 21:19:47.510000,2023-12-11 21:58:00.792182,38.2,0,3.0
Old Madras Road,corridor,FKID006780,FKID006781,2023-12-14 04:37:09.982000,2023-12-14 05:34:13.461000,57.1,0,3.4
Old Madras Road,corridor,FKID006780,FKID006782,2023-12-14 04:39:43.845000,2023-12-14 05:34:13.461000,54.5,0,3.4
Old Madras Road,corridor,FKID006780,FKID006783,2023-12-14 04:42:13.870000,2023-12-14 05:34:13.461000,52.0,0,3.3
Old Madras Road,corridor,FKID006781,FKID006782,2023-12-14 04:39:43.845000,2023-12-14 05:37:09.982000,57.4,0,3.4
Old Madras Road,corridor,FKID006781,FKID006783,2023-12-14 04:42:13.870000,2023-12-14 05:37:09.982000,54.9,0,3.4
Old Madras Road,corridor,FKID006782,FKID006783,2023-12-14 04:42:13.870000,2023-12-14 05:39:43.845000,57.5,0,3.4
Old Madras Road,corridor,FKID006820,FKID006821,2023-12-15 05:50:39.875000,2023-12-15 06:47:21.929000,56.7,0,3.4
Old Madras Road,corridor,FKID007113,FKID007114,2023-12-22 02:26:22.130000,2023-12-22 03:20:35.873000,54.2,0,3.4
Old Madras Road,corridor,FKID007441,FKID007442,2024-01-03 05:38:26.517000,2024-01-03 06:32:50.604942,54.4,0,3.4
Old Madras Road,corridor,FKID007453,FKID007454,2024-01-03 08:13:18.057000,2024-01-03 09:04:03.850000,50.8,0,3.3
Old Madras Road,corridor,FKID007597,FKID007598,2024-01-08 20:30:44.317000,2024-01-08 21:29:26.056000,58.7,0,3.5
Old Madras Road,corridor,FKID007617,FKID007620,2024-01-09 07:14:23.964000,2024-01-09 07:20:25.519812,6.0,0,2.2
Old Madras Road,corridor,FKID007654,FKID007657,2024-01-10 20:26:00.946000,2024-01-10 20:58:37.545000,32.6,0,2.8
Old Madras Road,corridor,FKID007750,FKID007751,2024-01-13 21:24:14.498000,2024-01-13 22:19:10.740000,54.9,0,3.4
Old Madras Road,corridor,FKID007770,FKID007771,2024-01-14 05:06:38.555000,2024-01-14 06:01:04.859000,54.4,0,3.4
Old Madras Road,corridor,FKID007840,FKID007843,2024-01-16 19:25:52.918000,2024-01-16 20:17:50.630000,52.0,0,3.3
Old Madras Road,corridor,FKID007840,FKID007845,2024-01-16 20:09:14.669000,2024-01-16 20:15:45.136047,6.5,0,2.2
Old Madras Road,corridor,FKID007843,FKID007845,2024-01-16 20:09:14.669000,2024-01-16 20:15:45.136047,6.5,0,2.2
Old Madras Road,corridor,FKID007940,FKID007941,2024-01-19 22:25:06.863000,2024-01-19 22:44:02.654000,18.9,0,2.5
Old Madras Road,corridor,FKID007987,FKID007988,2024-01-22 00:20:05.200000,2024-01-22 01:18:59.416000,58.9,0,3.5
Old Madras Road,corridor,FKID007987,FKID007989,2024-01-22 00:20:52.153000,2024-01-22 01:18:59.416000,58.1,0,3.5
Old Madras Road,corridor,FKID007988,FKID007989,2024-01-22 00:20:52.153000,2024-01-22 01:20:05.200000,59.2,0,3.5
Old Madras Road,corridor,FKID007993,FKID007994,2024-01-22 07:48:37.227000,2024-01-22 08:11:21.526000,22.7,0,2.6
Old Madras Road,corridor,FKID007993,FKID007211,2024-01-22 07:49:46.134000,2024-01-22 08:11:21.526000,21.6,0,2.5
Old Madras Road,corridor,FKID007994,FKID007211,2024-01-22 07:49:46.134000,2024-01-22 08:48:37.227000,58.9,0,3.5
Old Madras Road,corridor,FKID008001,FKID008004,2024-01-22 21:50:19.054000,2024-01-22 22:12:16.684463,22.0,0,2.5
Old Madras Road,corridor,FKID008155,FKID008159,2024-01-29 02:29:03.385000,2024-01-29 02:31:46.000000,2.7,0,2.1
Old Madras Road,corridor,FKID000488,FKID000489,2024-02-05 08:54:12.590000,2024-02-05 09:51:59.469000,57.8,0,3.4
Old Madras Road,corridor,FKID001072,FKID001065,2024-02-13 02:52:42.271000,2024-02-13 03:49:48.910000,57.1,0,3.4
Old Madras Road,corridor,FKID001476,FKID001479,2024-02-17 22:27:22.365000,2024-02-17 23:26:31.527000,59.2,0,3.5
Old Madras Road,corridor,FKID001476,FKID001472,2024-02-17 22:28:36.553000,2024-02-17 23:26:31.527000,57.9,0,3.4
Old Madras Road,corridor,FKID001479,FKID001472,2024-02-17 22:28:36.553000,2024-02-17 23:27:22.365000,58.8,0,3.5
Old Madras Road,corridor,FKID001505,FKID001514,2024-02-18 06:45:19.419000,2024-02-18 07:42:04.505000,56.8,0,3.4
Old Madras Road,corridor,FKID001505,FKID001518,2024-02-18 07:27:23.329000,2024-02-18 07:42:04.505000,14.7,0,2.4
Old Madras Road,corridor,FKID001514,FKID001518,2024-02-18 07:27:23.329000,2024-02-18 07:45:19.419000,17.9,0,2.4
Old Madras Road,corridor,FKID001836,FKID001824,2024-02-22 18:52:12.821000,2024-02-22 19:47:56.368000,55.7,0,3.4
Old Madras Road,corridor,FKID001910,FKID001923,2024-02-24 04:45:35.631000,2024-02-24 05:41:33.562000,56.0,0,3.4
Old Madras Road,corridor,FKID002369,FKID002360,2024-03-02 18:58:38.155000,2024-03-02 19:47:35.130000,48.9,0,3.2
Old Madras Road,corridor,FKID002789,FKID002807,2024-03-07 06:28:39.076000,2024-03-07 07:25:15.066000,56.6,1,5.9
Old Madras Road,corridor,FKID000494,FKID000493,2024-03-09 08:36:52.619000,2024-03-09 09:31:39.430000,54.8,0,3.4
Old Madras Road,corridor,FKID000543,FKID000571,2024-03-09 21:00:33.444000,2024-03-09 21:23:55.744000,23.4,0,2.6
Old Madras Road,corridor,FKID000543,FKID000574,2024-03-09 21:03:02.445000,2024-03-09 21:23:55.744000,20.9,0,2.5
Old Madras Road,corridor,FKID000571,FKID000574,2024-03-09 21:03:02.445000,2024-03-09 22:00:33.444000,57.5,0,3.4
Old Madras Road,corridor,FKID000606,FKID000613,2024-03-10 03:55:18.732000,2024-03-10 04:54:32.509000,59.2,0,3.5
Old Madras Road,corridor,FKID000606,FKID000611,2024-03-10 04:22:14.737000,2024-03-10 04:54:32.509000,32.3,1,5.3
Old Madras Road,corridor,FKID000613,FKID000611,2024-03-10 04:22:14.737000,2024-03-10 04:55:18.732000,33.1,1,5.3
Old Madras Road,corridor,FKID000882,FKID000881,2024-03-11 20:16:13.577000,2024-03-11 21:10:15.382000,54.0,0,3.4
Old Madras Road,corridor,FKID001071,FKID001069,2024-03-13 01:27:01.718000,2024-03-13 02:21:48.463000,54.8,0,3.4
Old Madras Road,corridor,FKID001417,FKID001406,2024-03-15 00:28:22.015000,2024-03-15 01:24:11.438000,55.8,0,3.4
Old Madras Road,corridor,FKID001417,FKID001405,2024-03-15 00:47:15.818000,2024-03-15 01:24:11.438000,36.9,0,2.9
Old Madras Road,corridor,FKID001406,FKID001405,2024-03-15 00:47:15.818000,2024-03-15 01:28:22.015000,41.1,0,3.0
Old Madras Road,corridor,FKID001747,FKID001748,2024-03-16 20:30:51.259000,2024-03-16 21:27:46.777000,56.9,0,3.4
Old Madras Road,corridor,FKID002627,FKID002648,2024-03-23 00:08:11.349000,2024-03-23 00:46:37.045945,38.4,0,3.0
Old Madras Road,corridor,FKID002949,FKID002951,2024-03-25 18:47:42.924000,2024-03-25 19:45:52.932000,58.2,0,3.5
Old Madras Road,corridor,FKID002956,FKID002967,2024-03-25 22:05:54.816000,2024-03-25 22:48:32.281000,42.6,0,3.1
Old Madras Road,corridor,FKID002993,FKID002995,2024-03-26 04:38:58.645000,2024-03-26 05:10:13.976684,31.3,0,2.8
Old Madras Road,corridor,FKID003250,FKID003258,2024-03-29 07:14:07.888000,2024-03-29 08:01:49.777000,47.7,0,3.2
Old Madras Road,corridor,FKID003390,FKID003389,2024-03-30 12:21:25.197000,2024-03-30 13:19:28.535000,58.1,0,3.5
Old Madras Road,corridor,FKID003431,FKID003428,2024-03-31 02:04:29.176000,2024-03-31 02:22:42.563000,18.2,0,2.5
Old Madras Road,corridor,FKID003580,FKID003581,2024-04-03 00:27:18.234000,2024-04-03 01:01:57.900807,34.7,0,2.9
Old Madras Road,corridor,FKID003601,FKID003589,2024-04-03 03:21:47.046000,2024-04-03 04:16:35.676000,54.8,0,3.4
Old Madras Road,corridor,FKID003931,FKID003938,2024-04-06 07:04:14.486000,2024-04-06 07:04:56.278260,0.7,0,2.0
Old Madras Road,corridor,FKID003997,FKID003994,2024-04-06 19:19:35.872000,2024-04-06 19:54:58.416540,35.4,0,2.9
Old Madras Road,corridor,FKID003997,FKID003998,2024-04-06 19:24:51.724000,2024-04-06 20:04:18.443381,39.4,0,3.0
Old Madras Road,corridor,FKID003997,FKID003996,2024-04-06 19:42:43.201000,2024-04-06 20:03:49.151870,21.1,0,2.5
Old Madras Road,corridor,FKID003994,FKID003998,2024-04-06 19:24:51.724000,2024-04-06 19:54:58.416540,30.1,0,2.8
Old Madras Road,corridor,FKID003994,FKID003996,2024-04-06 19:42:43.201000,2024-04-06 19:54:58.416540,12.3,0,2.3
Old Madras Road,corridor,FKID003998,FKID003996,2024-04-06 19:42:43.201000,2024-04-06 20:03:49.151870,21.1,0,2.5
Old Madras Road,corridor,FKID003998,FKID004012,2024-04-06 21:13:02.448000,2024-04-06 22:46:25.885139,93.4,0,4.3
Old Madras Road,corridor,FKID003998,FKID004028,2024-04-07 00:49:50.883000,2024-04-07 01:49:50.883000,60.0,0,3.5
Old Madras Road,corridor,FKID003998,FKID004047,2024-04-07 03:48:41.360000,2024-04-07 04:48:41.360000,60.0,0,3.5
Tumkur Road,corridor,FKID005772,FKID005773,2023-11-10 01:34:33.186000,2023-11-10 02:33:08.127000,58.6,0,3.5
Tumkur Road,corridor,FKID005778,FKID005779,2023-11-10 03:36:34.159000,2023-11-10 03:39:12.056361,2.6,0,2.1
Tumkur Road,corridor,FKID005853,FKID005854,2023-11-13 02:24:21.687000,2023-11-13 03:22:01.078000,57.7,0,3.4
Tumkur Road,corridor,FKID005951,FKID005952,2023-11-16 01:59:54.139000,2023-11-16 02:53:18.649000,53.4,0,3.3
Tumkur Road,corridor,FKID005974,FKID005977,2023-11-16 20:25:43.455000,2023-11-16 21:02:23.941048,36.7,0,2.9
